100 2
3 3524
3 7217
3 296
3 234
3 6488
3 3158
3 248
3 6758
3 8149
3 3519
3 3191
3 6712
3 305
3 3028
3 3851
3 6444
3 2896
3 6942
3 3520
3 8112
3 3487
3 3533
3 7226
3 6493
3 3041
3 6425
3 6989
3 2970
3 8072
3 6457
3 6456
3 6919
3 3951
3 3860
3 216
3 6920
3 6434
3 282
3 8130
3 3226
3 8085
3 6445
3 7008
3 3030
3 3477
3 7228
3 3202
3 280
3 8147
3 7041
3 6481
3 7222
3 3061
3 6440
3 3959
3 309
3 3516
3 3232
3 2940
3 3884
3 251
3 3898
3 3179
3 3157
3 8153
3 2895
3 3079
3 6953
3 6996
3 8113
3 2998
3 6950
3 3932
3 8521
3 6428
3 3063
3 3852
3 2932
3 6487
3 6696
3 3092
3 3239
3 294
3 246
3 6721
3 3847
3 3865
3 6963
3 6445
3 6423
3 3197
3 8523
3 300
3 6513
3 6447
3 3514
3 3045
3 1160
3 8141
3 6708
